Supplier Type,Supplier Name,Vlookup1,Vlookup2,DGS Certification,Supplier ID,Supplier #,PO ID,PO #,PO Date,Ln-Sch-Dst,Line Descr,NIGP,O/I,Category,Goods (Amt),Services (Amt),Construction (Amt),IT (Amt),
CAL,SIERRA SCH EQUIP  CO,,,LRG,3054,0,2000026950,0,8/9/23,02 01 02,9GL-TPR Rubber Glides: Set of four,42500,,GOODS,$318.53,$0.00,$0.00,$0.00,
,"SONICS & MATERIALS, INC.",,,LRG,48343,0,2000027034,0,8/21/23,06 01 01,"4420 - 1/4"" Microtip",49000,,GOODS,$318.53,$0.00,$0.00,$0.00,
CAL,SIERRA SCH EQUIP  CO,,,LRG,3054,0,2000026950,0,8/9/23,02 01 01,9GL-TPR Rubber Glides: Set of four,42500,,GOODS,$318.54,$0.00,$0.00,$0.00,
OSB,"CARROLL,J",THE J.CARROLL CORP,MB,MB,654,0,2000028098,1,2/13/24,01 01 01,New Era Tech Mesh Cap Black Embroidery 1,20000,,GOODS,$319.46,$0.00,$0.00,$0.00,
MB,"CARROLL,J","CARROLL,J",MB,MB,654,0,2000028098,0,2/13/24,01 01 01,New Era Tech Mesh Cap Black Embroidery 1,20000,,GOODS,$319.46,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000028290,0,3/1/24,03 01 01,Labor,96200,,GOODS,$322.00,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000028290,0,3/1/24,03 01 02,Labor,96200,,GOODS,$322.00,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000028305,0,3/18/24,02 01 01,Labor,93600,,GOODS,$322.00,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000028305,0,3/18/24,02 01 02,Labor,93600,,GOODS,$322.00,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000028305,0,3/18/24,05 01 01,Labor,93600,,GOODS,$322.00,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000028305,0,3/18/24,05 01 02,Labor,93600,,GOODS,$322.00,$0.00,$0.00,$0.00,
OSB,"CARROLL,J",THE J.CARROLL CORP,MB,MB,654,0,2000028103,0,2/13/24,08 01 01,EMB  Embroidery second location 60 piece,20000,,GOODS,$324.00,$0.00,$0.00,$0.00,
MB,"CARROLL,J","CARROLL,J",MB,MB,654,0,2000028103,0,2/13/24,08 01 01,EMB  Embroidery second location 60 piece,20000,,GOODS,$324.00,$0.00,$0.00,$0.00,
,"SONICS & MATERIALS, INC.",,,LRG,48343,0,2000027034,0,8/21/23,05 01 01,511 - 4 Well Cool Rack for 50ML Conical,49000,,GOODS,$328.19,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000026824,0,7/21/23,04 01 01,ROI - Receive Deliver and Install  BKM,42500,,GOODS,$329.41,$0.00,$0.00,$0.00,
,"EKC ENTERPRISES, INC",,,LRG,49621,0,2000026854,0,7/25/23,04 01 01,CMS0203 2-3' Adjustable Extension Column,28700,,GOODS,$329.88,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000027108,0,8/28/23,03 01 01,Labor,96200,,GOODS,$330.00,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000027112,0,8/28/23,03 01 01,Labor,96200,,GOODS,$330.00,$0.00,$0.00,$0.00,
OSB,LEFT COAST ENTERPRISES DB,"LEFT COAST ENTERPRISES, INC",SB(MICRO),MB,8780,0,2000027207,0,9/8/23,09 01 01,Mustang Band Glasses,57800,,GOODS,$331.00,$0.00,$0.00,$0.00,
,TELEDYNE INSTRUMENTS INC,,,LRG,32470,0,2000027509,0,10/24/23,05 01 02,692203874 - ResiSep Prep Preparative Gua,49000,,GOODS,$332.33,$0.00,$0.00,$0.00,
,TELEDYNE INSTRUMENTS INC,,,LRG,32470,0,2000027509,0,10/24/23,07 01 02,692203894 - ResiSep Prep Preparative Gua,49000,,GOODS,$332.33,$0.00,$0.00,$0.00,
OSB,"CARROLL,J",THE J.CARROLL CORP,MB,MB,654,0,2000028098,0,2/13/24,02 01 01,New Era Performance Dash Adjustable Cap,20000,,GOODS,$332.51,$0.00,$0.00,$0.00,
MB,"CARROLL,J","CARROLL,J",MB,MB,654,0,2000028098,0,2/13/24,02 01 01,New Era Performance Dash Adjustable Cap,20000,,GOODS,$332.51,$0.00,$0.00,$0.00,
OSB,LEFT COAST ENTERPRISES DB,"LEFT COAST ENTERPRISES, INC",SB(MICRO),MB,8780,0,2000028465,1,3/25/24,01 01 01,Gildan Adult Ultra Cotton T-shirt size s,57800,,GOODS,$333.60,$0.00,$0.00,$0.00,
OSB,LEFT COAST ENTERPRISES DB,"LEFT COAST ENTERPRISES, INC",SB(MICRO),MB,8780,0,2000028465,0,3/25/24,04 01 01,Size extra large T-shirt,57800,,GOODS,$333.60,$0.00,$0.00,$0.00,
CAL/LOC,DOLPHIN SHIRT CO,,,LRG,501,0,2000028463,0,4/3/24,06 01 01,PURPLE  SM LXL,57800,,GOODS,$336.00,$0.00,$0.00,$0.00,
CAL,FISHER SCIENTIFIC,,,LRG,127,0,2000026814,0,7/27/23,17 01 01,14955163 - Variable speed mini vortex mi,49000,,GOODS,$337.30,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026608,0,6/23/23,08 01 01,CO#3 AV Components Materials including t,96200,,GOODS,$339.14,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000028304,0,3/7/24,08 01 01,PFLHUB - Thread; Hub,42500,,GOODS,$339.92,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000028304,0,3/7/24,15 01 01,PFLHUB - Thread; Hub  Height: 30.00000,42500,,GOODS,$339.92,$0.00,$0.00,$0.00,
OSB,PRINTPAL PROMOTIONS & PRI,PRINTPAL PROMOTIONS & PRINTING,SB(Micro),MB,16817,0,2000028390,0,3/14/24,04 01 01,LN131015 Laminated Designer Grocery Tote,57800,,GOODS,$342.00,$0.00,$0.00,$0.00,
MB,PRINTPAL PROMOTIONS & PRI,PRINTPAL PROMOTIONS & PRINTING,SB(Micro),MB,16817,0,2000028390,0,3/14/24,04 01 01,LN131015 Laminated Designer Grocery Tote,57800,,GOODS,$342.00,$0.00,$0.00,$0.00,
OSB,"CARROLL,J",THE J.CARROLL CORP,MB,MB,654,0,2000028188,0,2/14/24,08 01 01,Screen Print Fee 1 Color BACK,57800,,GOODS,$342.56,$0.00,$0.00,$0.00,
MB,"CARROLL,J","CARROLL,J",MB,MB,654,0,2000028188,0,2/14/24,08 01 01,Screen Print Fee 1 Color BACK,57800,,GOODS,$342.56,$0.00,$0.00,$0.00,
,"THORLABS, INC.",,,LRG,1891,1,2000027724,1,12/4/23,01 01 01,LG3 Laser Glasses,49000,,GOODS,$343.86,$0.00,$0.00,$0.00,
,"EKC ENTERPRISES, INC",,,LRG,49621,0,2000028000,0,1/23/24,03 01 01,Microsoft Miracast Adapter 4K Manufactur,28700,,GOODS,$344.50,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000028005,0,2/2/24,03 01 01,Shipping,96200,,GOODS,$346.68,$0.00,$0.00,$0.00,
,PACIFIC INSPECTION CO.,,,LRG,57981,0,2000028099,0,3/8/24,01 01 04,Quote #PICQ3304-02; Upgrade OGP Smartsco,49000,,GOODS,$347.77,$0.00,$0.00,$0.00,
OSB,LEFT COAST ENTERPRISES DB,"LEFT COAST ENTERPRISES, INC",SB(MICRO),MB,8780,0,2000027057,0,8/21/23,19 01 01,CCE Shirts XL 3001 - BELLA + CANVAS - Je,57800,,GOODS,$348.03,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000027235,0,9/25/23,07 01 01,Quote# 44853 TS71860TB - Tackboard 60W x,42500,,GOODS,$348.71,$0.00,$0.00,$0.00,
CAL/LOC,"JONES,MIKE",,,LRG,2845,1,2000028503,1,5/20/24,01 01 01,Release of Doves Sat. 8:30 a.m. 6/15/24,160001,,GOODS,$350.00,$0.00,$0.00,$0.00,
CAL/LOC,"JONES,MIKE",,,LRG,2845,0,2000028503,0,5/20/24,02 01 01,Release of Doves Sat. 12:30 p.m. 6/15/24,160001,,GOODS,$350.00,$0.00,$0.00,$0.00,
CAL/LOC,"JONES,MIKE",,,LRG,2845,0,2000028503,0,5/20/24,03 01 01,Release of Doves Sat. 4:30 p.m. 6/15/24,160001,,GOODS,$350.00,$0.00,$0.00,$0.00,
CAL/LOC,"JONES,MIKE",,,LRG,2845,0,2000028503,0,5/20/24,04 01 01,Release of Doves Sun. 8:30 a.m. 6/16/24,160001,,GOODS,$350.00,$0.00,$0.00,$0.00,
CAL/LOC,"JONES,MIKE",,,LRG,2845,0,2000028503,0,5/20/24,05 01 01,Release of Doves Sun. 12:30 p.m. 6/16/24,160001,,GOODS,$350.00,$0.00,$0.00,$0.00,
CAL/LOC,"JONES,MIKE",,,LRG,2845,0,2000028503,0,5/20/24,06 01 01,Release of Doves Sun. 4:30 p.m. 6/16/24,160001,,GOODS,$350.00,$0.00,$0.00,$0.00,
,LI-COR BIOSCIENCES,,,LRG,38501,0,2000027387,0,10/10/23,03 01 01,Shipping and Handling,49500,,GOODS,$350.00,$0.00,$0.00,$0.00,
OSB,PRINTPAL PROMOTIONS & PRI,PRINTPAL PROMOTIONS & PRINTING,SB(Micro),MB,16817,0,2000028390,0,3/14/24,09 01 01,"FSDecal Vinyl Decal - 3"" x 2"" w/ rounded",57800,,GOODS,$350.00,$0.00,$0.00,$0.00,
MB,PRINTPAL PROMOTIONS & PRI,PRINTPAL PROMOTIONS & PRINTING,SB(Micro),MB,16817,0,2000028390,0,3/14/24,09 01 01,"FSDecal Vinyl Decal - 3"" x 2"" w/ rounded",57800,,GOODS,$350.00,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026099,0,11/14/23,15 01 01,RPMA1W,88000,,GOODS,$352.00,$0.00,$0.00,$0.00,
CAL,FISHER SCIENTIFIC,,,LRG,127,0,2000026814,0,7/27/23,28 01 01,S40040 - Bal harvrd trp 1 beam g SS plat,49000,,GOODS,$352.10,$0.00,$0.00,$0.00,
,DESIGN WITHIN REACH - INA,,,LRG,57012,0,2000026804,0,9/14/23,02 01 01,Shipping,96200,,GOODS,$352.45,$0.00,$0.00,$0.00,
OSB,"CARROLL,J",THE J.CARROLL CORP,MB,MB,654,0,2000028103,0,2/13/24,06 01 01,Harriton Men's 8 oz. Full-Zip Fleece bla,20000,,GOODS,$354.50,$0.00,$0.00,$0.00,
MB,"CARROLL,J","CARROLL,J",MB,MB,654,0,2000028103,0,2/13/24,06 01 01,Harriton Men's 8 oz. Full-Zip Fleece bla,20000,,GOODS,$354.50,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026096,0,11/14/23,47 01 01,applicable sales tax 7.25%,88000,,GOODS,$354.95,$0.00,$0.00,$0.00,
,VALMETAL TULARE INC,,,LRG,55767,0,2000028006,0,1/25/24,03 01 01,"Coupling Steel 6"" IPS Dresser",2000,,GOODS,$355.00,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000028396,0,3/26/24,02 01 01,ATAV Scissor Lift Rental for Bldg 08-123,96200,,GOODS,$355.70,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000028396,0,3/26/24,06 01 01,ATAV Scissor Lift Rental for Bldg 33-286,96200,,GOODS,$355.70,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000027120,0,8/30/23,05 01 01,Change Order #1 Glassboard Tray Labor Pe,96200,,GOODS,$357.00,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000027086,0,8/25/23,02 01 01,Receive Deliver Install,42500,,GOODS,$357.14,$0.00,$0.00,$0.00,
OSB,"CARROLL,J",THE J.CARROLL CORP,MB,MB,654,0,2000026954,0,8/9/23,02 01 01,New Era Performance Dash Adjustable Cap,20100,,GOODS,$358.64,$0.00,$0.00,$0.00,
MB,"CARROLL,J","CARROLL,J",MB,MB,654,0,2000026954,0,8/9/23,02 01 01,New Era Performance Dash Adjustable Cap,20100,,GOODS,$358.64,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000027623,0,1/17/24,04 01 01,Prevailing Wage,96200,,GOODS,$361.97,$0.00,$0.00,$0.00,
CAL,FISHER SCIENTIFIC,,,LRG,127,0,2000026814,0,7/27/23,35 01 01,07201060 - Corning LSE mini incubator 11,49000,,GOODS,$362.47,$0.00,$0.00,$0.00,
CAL,SIERRA SCH EQUIP  CO,,,LRG,3054,0,2000026950,0,8/9/23,03 01 02,1800UHP ADA Standard Desk,42500,,GOODS,$366.17,$0.00,$0.00,$0.00,
CAL,SIERRA SCH EQUIP  CO,,,LRG,3054,0,2000026950,0,8/9/23,03 01 01,1800UHP ADA Standard Desk,42500,,GOODS,$366.18,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000028016,0,1/19/24,03 01 01,Tax,96200,,GOODS,$368.79,$0.00,$0.00,$0.00,
CAL,INFINITY CABLE PRODUCTS,,,LRG,952,0,2000026855,0,7/25/23,02 01 01,CA state sales tax @ 7.25%,28700,,GOODS,$369.75,$0.00,$0.00,$0.00,
,MALLARD CREEK INC,,,LRG,53860,0,2000028346,0,3/14/24,03 01 01,Sales Tax,32500,,GOODS,$374.45,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000027736,0,12/13/23,09 01 01,SLO tax 7.25%,42500,,GOODS,$375.07,$0.00,$0.00,$0.00,
,"FONDRIEST ENVIRONMENTAL,",,,LRG,55614,0,2000027733,0,12/5/23,02 01 01,MCIL-8-FS-10 Female 8-pin Wet Mateable C,49000,,GOODS,$375.38,$0.00,$0.00,$0.00,
CAL,FISHER SCIENTIFIC,,,LRG,127,0,2000026814,0,7/27/23,18 01 01,07203954 - Corning mini centrifuge 1/cs,49000,,GOODS,$375.57,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000026133,0,7/13/23,15 01 01,Panel Skin 48x42,42500,,GOODS,$377.43,$0.00,$0.00,$0.00,
OSB,PROCARE JANITORIAL SUPPLY,PROCARE JANITORIAL SUPPLY INC,"SB,SB-PW",SB,2128,0,2000027229,0,9/12/23,05 01 01,Brush Roller for Sensor Block,57800,,GOODS,$378.06,$0.00,$0.00,$0.00,
OSB,PRINTPAL PROMOTIONS & PRI,PRINTPAL PROMOTIONS & PRINTING,SB(Micro),MB,16817,0,2000028390,0,3/14/24,11 01 01,Estimated Freight,57800,,GOODS,$379.00,$0.00,$0.00,$0.00,
MB,PRINTPAL PROMOTIONS & PRI,PRINTPAL PROMOTIONS & PRINTING,SB(Micro),MB,16817,0,2000028390,0,3/14/24,11 01 01,Estimated Freight,57800,,GOODS,$379.00,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000028254,0,3/1/24,02 01 03,Shipping,96200,,GOODS,$380.00,$0.00,$0.00,$0.00,
,TELEDYNE INSTRUMENTS INC,,,LRG,32470,0,2000027509,0,10/24/23,03 01 01,692203889 - RediSep Prep Preparative Gua,49000,,GOODS,$383.01,$0.00,$0.00,$0.00,
CAL,FISHER SCIENTIFIC,,,LRG,127,0,2000026814,0,7/27/23,33 01 01,01258204 - Start maintain diy R-100,49000,,GOODS,$383.67,$0.00,$0.00,$0.00,
NON,STATEWIDE CALIFORNIA ELEC,,,LRG,30956,0,2000028261,0,2/29/24,01 01 03,Springer e resource (Subscription),52500,,GOODS,$385.05,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000027548,0,12/13/23,27 01 01,RBC15242A - Bookcase 1 adjustable shelf,42500,,GOODS,$386.10,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000027585,0,1/17/24,04 01 01,Prevailing Wage,96200,,GOODS,$386.10,$0.00,$0.00,$0.00,
,"SONICS & MATERIALS, INC.",,,LRG,48343,0,2000027034,0,8/21/23,03 01 01,4130 - Heavy Duty Stand With Lab Jack,49000,,GOODS,$386.10,$0.00,$0.00,$0.00,
,M. HOLLAND COMPANY,,,LRG,57969,1,2000028256,1,3/13/24,01 01 01,A3EG6-FC-UNC-N66-NT Shipment Size: 110,57800,,GOODS,$388.14,$0.00,$0.00,$0.00,
,"SPRISTER,JESSE DBA DRIVE",,,LRG,16936,0,2000027906,0,1/22/24,16 01 01,Cargo Radio Tray with no lock TRN,5500,,GOODS,$390.00,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000026894,0,8/21/23,22 01 01,UE24,49000,,GOODS,$391.08,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000027548,0,12/13/23,53 01 01,UE24 - End support 24D,42500,,GOODS,$391.08,$0.00,$0.00,$0.00,
,LAGUNA TOOLS INC,,,LRG,53300,0,2000026953,0,8/10/23,06 01 01,Shipping,54500,,GOODS,$393.00,$0.00,$0.00,$0.00,
OSB,PROCARE JANITORIAL SUPPLY,PROCARE JANITORIAL SUPPLY INC,"SB,SB-PW",SB,2128,0,2000027229,0,9/12/23,07 01 01,Sanitaire Replacement,57800,,GOODS,$393.50,$0.00,$0.00,$0.00,
,B&H PHOTO & VIDEO,,,LRG,976,0,2000028038,0,1/31/24,06 01 02,Tax,28545,,GOODS,$394.11,$0.00,$0.00,$0.00,
,KLEIN EDUCATIONAL SYSTEMS,,,LRG,34178,0,2000027727,0,12/5/23,05 01 01,Freight,96200,,GOODS,$395.00,$0.00,$0.00,$0.00,
OSB,INTERMOUNTAIN LOCK & SECU,,,LRG,11952,0,2000028170,0,2/13/24,02 01 01,NOR6021TAB-1 Push Transom Single 36in,57800,,GOODS,$396.01,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000027150,1,8/31/23,01 01 01,TS73636LDF - Panel skin Laminate Floor 3,42500,,GOODS,$396.76,$0.00,$0.00,$0.00,
,LAGUNA TOOLS INC,,,LRG,53300,0,2000026953,0,8/10/23,02 01 01,Tooling Kit,54500,,GOODS,$396.83,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000027006,0,8/16/23,03 01 01,Change Order #1 Provide Seating for new,57800,,GOODS,$397.14,$0.00,$0.00,$0.00,
,LAUGHING WILLOW DBA DOGHO,,,LRG,34246,0,2000026788,0,7/20/23,03 01 01,Shipping,57800,,GOODS,$398.24,$0.00,$0.00,$0.00,
OSB,LEFT COAST ENTERPRISES DB,"LEFT COAST ENTERPRISES, INC",SB(MICRO),MB,8780,0,2000028284,1,2/29/24,01 01 01,3600 - Next Level - Cotton T-Shirt (Blac,96200,,GOODS,$400.26,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000027120,0,8/30/23,02 01 01,FR7503 Update Provost's Office 01-305B -,96200,,GOODS,$402.00,$0.00,$0.00,$0.00,
CAL,FISHER SCIENTIFIC,,,LRG,127,0,2000027507,0,10/24/23,02 01 01,15453327 - 2.5L FULL-BAFFLE FLASK KIT 1P,49000,,GOODS,$402.17,$0.00,$0.00,$0.00,
OSB,PRINTPAL PROMOTIONS & PRI,PRINTPAL PROMOTIONS & PRINTING,SB(Micro),MB,16817,0,2000028165,0,2/13/24,02 01 01,Freight,96200,,GOODS,$403.00,$0.00,$0.00,$0.00,
MB,PRINTPAL PROMOTIONS & PRI,PRINTPAL PROMOTIONS & PRINTING,SB(Micro),MB,16817,0,2000028165,0,2/13/24,02 01 01,Freight,96200,,GOODS,$403.00,$0.00,$0.00,$0.00,
,KLUZ INTERNATIONAL CORP,,,LRG,33261,0,2000026890,0,8/14/23,05 01 01,131-0781-00-A VLS+/PLS PLATFORM CONE 2.0,54500,,GOODS,$403.26,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026096,0,11/14/23,23 01 01,TLP Pro 725M-Black,88000,,GOODS,$405.27,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000028440,0,6/4/24,07 01 01,Core Lite 2024 33-253 per attached quote,115006,,GOODS,$406.62,$0.00,$0.00,$0.00,
OSB,LEFT COAST ENTERPRISES DB,"LEFT COAST ENTERPRISES, INC",SB(MICRO),MB,8780,0,2000027057,0,8/21/23,13 01 01,Mustang Way Shirts 2XL 3001 - BELLA + CA,57800,,GOODS,$407.01,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000028440,0,6/4/24,03 01 01,Core Lite 2024 33-451 per attached quote,115006,,GOODS,$407.15,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000026817,0,7/26/23,03 01 01,Design,96200,,GOODS,$407.55,$0.00,$0.00,$0.00,
,COAST WATER SOLUTIONS,,,LRG,57308,0,2000027650,0,11/29/23,04 01 01,"10"" X 6"" SCH40 Slip Reducer Bushing",2200,,GOODS,$407.55,$0.00,$0.00,$0.00,
,THE PATON GROUP,,,LRG,14282,0,2000027117,0,8/29/23,10 01 01,1UDHK-5-(3456) - dual hose kit,49000,,GOODS,$407.55,$0.00,$0.00,$0.00,
,KLEIN EDUCATIONAL SYSTEMS,,,LRG,34178,0,2000027727,0,12/5/23,02 01 01,Rugged case for peel 3,49000,,GOODS,$409.70,$0.00,$0.00,$0.00,
,UC DAVIS REGENTS,,,LRG,45865,0,2000026957,0,8/15/23,02 01 01,Shipping,2000,,GOODS,$410.00,$0.00,$0.00,$0.00,
,"OHIO LUMEX CO., INC.",,,LRG,56897,0,2000026900,0,8/9/23,03 01 01,PS-OXSP5 - Oxygen sensor spots,49000,,GOODS,$410.77,$0.00,$0.00,$0.00,
,"OHIO LUMEX CO., INC.",,,LRG,56897,0,2000026900,0,8/9/23,04 01 01,PS-PHSP5-PK8 - Sensor spots with pH rang,49000,,GOODS,$410.77,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026099,0,11/14/23,11 01 01,Audio Fetch Express,88000,,GOODS,$411.41,$0.00,$0.00,$0.00,
,CONVERGINT TECHNOLOGIES L,,,LRG,56386,0,2000027679,0,11/16/23,02 01 01,Freight,57800,,GOODS,$415.36,$0.00,$0.00,$0.00,
,CONVERGINT TECHNOLOGIES L,,,LRG,56386,0,2000027679,0,11/16/23,03 01 01,SERVICE FEE: CORPORATE 1000 CARD FORMAT,57800,,GOODS,$416.00,$0.00,$0.00,$0.00,
,"THORLABS, INC.",,,LRG,1891,0,2000027724,0,12/4/23,02 01 01,LG2 Laser Glasses,49000,,GOODS,$416.60,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000027548,0,12/13/23,54 01 01,UE24 - End support 24D,42500,,GOODS,$416.64,$0.00,$0.00,$0.00,
,"EVIDENT SCIENTIFIC, INC.",,,LRG,54544,0,2000028003,0,1/24/24,02 01 01,OCT-49008 - ET-mCherry/TxRed Filter Set,49000,,GOODS,$417.28,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000027548,0,12/13/23,25 01 01,PWBWTBRD - Whiteboard-Premium,42500,,GOODS,$420.53,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000027548,0,12/13/23,29 01 01,RBC15302A - Bookcase 1 adjustable shelf,42500,,GOODS,$421.11,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000027235,0,9/25/23,02 01 01,Quote# 44658   RDI - Receive Deliver and,42500,,GOODS,$421.34,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000027235,0,9/25/23,05 01 01,Quote# 44907 RDI - Receive Deliver and I,42500,,GOODS,$421.34,$0.00,$0.00,$0.00,
OSB,LEFT COAST ENTERPRISES DB,"LEFT COAST ENTERPRISES, INC",SB(MICRO),MB,8780,0,2000027799,1,1/3/24,01 01 01,T425-Champion Short Sleeve T-Shirt Black,57800,,GOODS,$421.81,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000028014,0,2/2/24,03 01 01,Shipping,96200,,GOODS,$422.95,$0.00,$0.00,$0.00,
,"SOCAL BIOMED, LLC",,,LRG,57788,0,2000028168,0,2/14/24,02 01 01,Freight,57800,,GOODS,$423.64,$0.00,$0.00,$0.00,
OSB,"CARROLL,J",THE J.CARROLL CORP,MB,MB,654,0,2000028188,0,2/14/24,07 01 01,Embroidery Fees - Right Sleeve,57800,,GOODS,$424.67,$0.00,$0.00,$0.00,
MB,"CARROLL,J","CARROLL,J",MB,MB,654,0,2000028188,0,2/14/24,07 01 01,Embroidery Fees - Right Sleeve,57800,,GOODS,$424.67,$0.00,$0.00,$0.00,
,EV WEST INC,,,LRG,56207,1,2000028405,1,3/27/24,01 01 01,Dilithium BMS Master Control Unit,2200,,GOODS,$427.93,$0.00,$0.00,$0.00,
,ADVANCED MEASUREMENT TECH,,,LRG,32427,0,2000027176,0,9/11/23,03 01 02,266 - Photomultiplier base,49000,,GOODS,$428.62,$0.00,$0.00,$0.00,
OSB,PRINTPAL PROMOTIONS & PRI,PRINTPAL PROMOTIONS & PRINTING,SB(Micro),MB,16817,0,2000028390,0,3/14/24,03 01 01,Estimated Freight,57800,,GOODS,$429.00,$0.00,$0.00,$0.00,
