Report ID:,CSUPO001,SLCMP - Cal Poly San Luis Obispo,Page No :,1,,,,,,,,,,
,9385,"PRESTIGE GRAPHICS, INC",2000027962,1/19/24,03 01 01,TAXES (NON POSTAGE),96200,,0,950,0,0,7,2023
,57918,PREVEIL INC.,2000028280,2/29/24,01 01 01,User License for Gov Comm User Encrypted,96200,,0,"27,318.00",0,0,8,2023
,57918,PREVEIL INC.,2000028280,2/29/24,02 01 01,Admin License for Gov Comm Superuser Enc,96200,,0,"3,888.00",0,0,8,2023
,57918,PREVEIL INC.,2000028280,2/29/24,03 01 01,Onboarding Service Package System Set-up,96200,,0,"1,000.00",0,0,8,2023
,57918,PREVEIL INC.,2000028280,2/29/24,04 01 01,DoD Compliance Package Bundle Year 1: Te,96200,,0,"3,600.00",0,0,8,2023
,57918,PREVEIL INC.,2000028280,2/29/24,05 01 01,DoD Compliance Package Bundle Years 2 &,96200,,0,"3,600.00",0,0,8,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000025490,2/2/23,04 01 01,"Embroidered Patches 1.5""x15."" - Embroide",57800,,-603.28,0,0,0,12,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000025490,2/2/23,05 01 01,Set up fee patch,57800,,-53.63,0,0,0,12,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000025490,2/2/23,06 01 01,Estimated Freight patch,57800,,-63,0,0,0,12,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000025490,2/2/23,07 01 01,Stemless Wine Glass - Green Logo/1 Locat,57800,,"-1,359.07",0,0,0,12,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000025490,2/2/23,08 01 01,Set up fee glass,57800,,-51.48,0,0,0,12,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000025490,2/2/23,09 01 01,Estimated Freight glass,57800,,-446,0,0,0,12,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000025490,2/2/23,11 01 01,16oz Bistro Glossy Mug - 1 Color/1 Locat,57800,,"-1,420.85",0,0,0,12,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000025490,2/2/23,12 01 01,Set up fee mug,57800,,-63.28,0,0,0,12,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000025490,2/2/23,13 01 01,Estimated Freight mug,57800,,-389,0,0,0,12,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000026149,5/2/23,05 01 01,PSS Hand Sanitizer Pen Sprayer w/Alcohol,96200,,0,-0.01,0,0,1,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000027090,8/24/23,04 01 01,"3"" x 1.5"" sticker w/ round corners - Ful",57800,,199.49,0,0,0,2,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000027090,8/24/23,07 01 01,Cloth Wristbands - Sublimated (Qty 620),57800,,146.29,0,0,0,2,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000027090,8/24/23,08 01 01,Cloth Wristbands - Sublimated (Qty 6500),57800,,"1,115.40",0,0,0,2,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000027730,12/5/23,01 01 01,CT104314 / CT102208 Carhartt Gilliam Jac,57800,,"4,012.00",0,0,0,6,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000027730,12/5/23,02 01 01,Sales Tax,57800,,290.87,0,0,0,6,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000028165,2/13/24,01 01 01,Small and Large College Pennants,57800,,"11,395.31",0,0,0,8,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000028165,2/13/24,02 01 01,Freight,96200,,0,403,0,0,8,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000028296,3/14/24,01 01 01,Mini gift bags including set up fee deli,96600,,0,"3,548.04",0,0,9,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,01 01 01,"CN8410 Cotton Canvas Tote Bag (8""x4""x10""",57800,,"7,000.00",0,0,0,9,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,02 01 01,Set Up Fee,57800,,60,0,0,0,9,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,03 01 01,Estimated Freight,57800,,429,0,0,0,9,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,04 01 01,LN131015 Laminated Designer Grocery Tote,57800,,342,0,0,0,9,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,05 01 01,Set Up Fee,57800,,60,0,0,0,9,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,06 01 01,Estimated Freight,57800,,44,0,0,0,9,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,07 01 01,NL3600 Next Level Unisex Cotton Tee - Wh,57800,,"1,508.00",0,0,0,9,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,07 02 01,NL3600 Next Level Unisex Cotton Tee - Wh,57800,,193,0,0,0,9,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,07 03 01,NL3600 Next Level Unisex Cotton Tee - Wh,57800,,211,0,0,0,9,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,08 01 01,NL3600 Next Level Unisex Cotton Tee - TE,57800,,441,0,0,0,9,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,08 02 01,NL3600 Next Level Unisex Cotton Tee - TE,57800,,67.2,0,0,0,9,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,08 03 01,NL3600 Next Level Unisex Cotton Tee - TE,57800,,48.4,0,0,0,9,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,09 01 01,"FSDecal Vinyl Decal - 3"" x 2"" w/ rounded",57800,,350,0,0,0,9,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,10 01 01,"06308 Colored Felt Pennant w/ 1"" Sewn St",57800,,"6,200.00",0,0,0,9,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,11 01 01,Estimated Freight,57800,,379,0,0,0,9,2023
OSB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,12 01 01,Tax Due,57800,,"1,194.84",0,0,0,9,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000025490,2/2/23,04 01 01,"Embroidered Patches 1.5""x15."" - Embroide",57800,,-603.28,0,0,0,12,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000025490,2/2/23,05 01 01,Set up fee patch,57800,,-53.63,0,0,0,12,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000025490,2/2/23,06 01 01,Estimated Freight patch,57800,,-63,0,0,0,12,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000025490,2/2/23,07 01 01,Stemless Wine Glass - Green Logo/1 Locat,57800,,"-1,359.07",0,0,0,12,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000025490,2/2/23,08 01 01,Set up fee glass,57800,,-51.48,0,0,0,12,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000025490,2/2/23,09 01 01,Estimated Freight glass,57800,,-446,0,0,0,12,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000025490,2/2/23,11 01 01,16oz Bistro Glossy Mug - 1 Color/1 Locat,57800,,"-1,420.85",0,0,0,12,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000025490,2/2/23,12 01 01,Set up fee mug,57800,,-63.28,0,0,0,12,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000025490,2/2/23,13 01 01,Estimated Freight mug,57800,,-389,0,0,0,12,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000026149,5/2/23,05 01 01,PSS Hand Sanitizer Pen Sprayer w/Alcohol,96200,,0,-0.01,0,0,1,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000027090,8/24/23,04 01 01,"3"" x 1.5"" sticker w/ round corners - Ful",57800,,199.49,0,0,0,2,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000027090,8/24/23,07 01 01,Cloth Wristbands - Sublimated (Qty 620),57800,,146.29,0,0,0,2,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000027090,8/24/23,08 01 01,Cloth Wristbands - Sublimated (Qty 6500),57800,,"1,115.40",0,0,0,2,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000027730,12/5/23,01 01 01,CT104314 / CT102208 Carhartt Gilliam Jac,57800,,"4,012.00",0,0,0,6,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000027730,12/5/23,02 01 01,Sales Tax,57800,,290.87,0,0,0,6,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000028165,2/13/24,01 01 01,Small and Large College Pennants,57800,,"11,395.31",0,0,0,8,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000028165,2/13/24,02 01 01,Freight,96200,,0,403,0,0,8,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000028296,3/14/24,01 01 01,Mini gift bags including set up fee deli,96600,,0,"3,548.04",0,0,9,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,01 01 01,"CN8410 Cotton Canvas Tote Bag (8""x4""x10""",57800,,"7,000.00",0,0,0,9,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,02 01 01,Set Up Fee,57800,,60,0,0,0,9,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,03 01 01,Estimated Freight,57800,,429,0,0,0,9,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,04 01 01,LN131015 Laminated Designer Grocery Tote,57800,,342,0,0,0,9,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,05 01 01,Set Up Fee,57800,,60,0,0,0,9,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,06 01 01,Estimated Freight,57800,,44,0,0,0,9,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,07 01 01,NL3600 Next Level Unisex Cotton Tee - Wh,57800,,"1,508.00",0,0,0,9,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,07 02 01,NL3600 Next Level Unisex Cotton Tee - Wh,57800,,193,0,0,0,9,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,07 03 01,NL3600 Next Level Unisex Cotton Tee - Wh,57800,,211,0,0,0,9,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,08 01 01,NL3600 Next Level Unisex Cotton Tee - TE,57800,,441,0,0,0,9,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,08 02 01,NL3600 Next Level Unisex Cotton Tee - TE,57800,,67.2,0,0,0,9,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,08 03 01,NL3600 Next Level Unisex Cotton Tee - TE,57800,,48.4,0,0,0,9,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,09 01 01,"FSDecal Vinyl Decal - 3"" x 2"" w/ rounded",57800,,350,0,0,0,9,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,10 01 01,"06308 Colored Felt Pennant w/ 1"" Sewn St",57800,,"6,200.00",0,0,0,9,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,11 01 01,Estimated Freight,57800,,379,0,0,0,9,2023
MB,16817,PRINTPAL PROMOTIONS & PRI,2000028390,3/14/24,12 01 01,Tax Due,57800,,"1,194.84",0,0,0,9,2023
,49233,"PRITCHARD,IAN-WTHD",2000027979,1/23/24,01 01 01,2024 Bach Week Guest Artist - Ian Pritch,96200,,0,"2,000.00",0,0,7,2023
OSB,2128,PROCARE JANITORIAL SUPPLY,2000027229,9/12/23,01 01 01,PCB Power Supply,57800,,"2,141.57",0,0,0,3,2023
OSB,2128,PROCARE JANITORIAL SUPPLY,2000027229,9/12/23,02 01 01,Swivel Neck Assembly,57800,,"2,318.32",0,0,0,3,2023
OSB,2128,PROCARE JANITORIAL SUPPLY,2000027229,9/12/23,02 01 01,Swivel Neck Assembly,57800,,-0.01,0,0,0,8,2023
OSB,2128,PROCARE JANITORIAL SUPPLY,2000027229,9/12/23,03 01 01,Power Head Cover For SRS12,57800,,"1,009.87",0,0,0,3,2023
OSB,2128,PROCARE JANITORIAL SUPPLY,2000027229,9/12/23,04 01 01,Bearing Block,57800,,567.78,0,0,0,3,2023
OSB,2128,PROCARE JANITORIAL SUPPLY,2000027229,9/12/23,05 01 01,Brush Roller for Sensor Block,57800,,378.06,0,0,0,3,2023
OSB,2128,PROCARE JANITORIAL SUPPLY,2000027229,9/12/23,06 01 01,Support Spring,57800,,107.3,0,0,0,3,2023
OSB,2128,PROCARE JANITORIAL SUPPLY,2000027229,9/12/23,07 01 01,Sanitaire Replacement,57800,,393.5,0,0,0,3,2023
OSB,2128,PROCARE JANITORIAL SUPPLY,2000027229,9/12/23,08 01 01,Motor Fan,57800,,656.8,0,0,0,3,2023
OSB,2128,PROCARE JANITORIAL SUPPLY,2000027229,9/12/23,09 01 01,Sanitaire Magnet,57800,,511.15,0,0,0,3,2023
OSB,2128,PROCARE JANITORIAL SUPPLY,2000027229,9/12/23,10 01 01,Sanitaire Handle Socket,57800,,728.44,0,0,0,3,2023
,52977,"PROCORE TECHNOLOGIES, INC",2000025703,3/24/23,05 01 01,Project Financials-ACV from 46m to 48m a,96200,,0,"2,770.00",0,0,3,2023
,52977,"PROCORE TECHNOLOGIES, INC",2000025703,3/24/23,06 01 01,Project Management Pro-ACV from 46m to 4,96200,,0,"1,878.00",0,0,3,2023
,52977,"PROCORE TECHNOLOGIES, INC",2000025703,3/24/23,07 01 01,Quality & Safety-ACV from 46m to 48m and,96200,,0,635.45,0,0,3,2023
,52977,"PROCORE TECHNOLOGIES, INC",2000025703,3/24/23,08 01 01,Project Management Pro Contract Extensio,96200,,0,"67,617.16",0,0,7,2023
,52977,"PROCORE TECHNOLOGIES, INC",2000025703,3/24/23,09 01 01,Project Financial Contract Extension 3/2,96200,,0,"33,347.65",0,0,7,2023
,52977,"PROCORE TECHNOLOGIES, INC",2000025703,3/24/23,10 01 01,Quality & Safety Contract Extension 3/26,96200,,0,"26,069.71",0,0,7,2023
,43616,PROMOTIONAL CONCEPTS,2000026974,8/9/23,01 01 01,Drawstring Backpack with Zipper,96600,,0,951,0,0,2,2023
,43616,PROMOTIONAL CONCEPTS,2000026974,8/9/23,02 01 01,Shipping & Handling,96600,,0,69.85,0,0,2,2023
,43616,PROMOTIONAL CONCEPTS,2000026974,8/9/23,03 01 01,San Luis Obispo County Sales Tax 7.25%,96600,,0,68.95,0,0,2,2023
,43616,PROMOTIONAL CONCEPTS,2000026975,8/9/23,01 01 01,Vacuum Insulated Coffee Mug with Handle,96600,,0,"3,996.00",0,0,2,2023
,43616,PROMOTIONAL CONCEPTS,2000026975,8/9/23,02 01 01,Shipping and Handling,96600,,0,456.95,0,0,2,2023
,43616,PROMOTIONAL CONCEPTS,2000026975,8/9/23,03 01 01,San Luis Obispo County Sales Tax 7.25%,96600,,0,289.71,0,0,2,2023
,43616,PROMOTIONAL CONCEPTS,2000026976,8/9/23,01 01 01,6 in 1 Portable Bamboo Utensil Set,96600,,0,"1,112.50",0,0,2,2023
,43616,PROMOTIONAL CONCEPTS,2000026976,8/9/23,03 01 01,San Luis Obispo County Sales Tax 7.25%,96600,,0,80.66,0,0,2,2023
,43616,PROMOTIONAL CONCEPTS,2000026977,8/9/23,01 01 01,Home & Table Wine & Cheese Set,96600,,0,"2,656.50",0,0,2,2023
,43616,PROMOTIONAL CONCEPTS,2000026977,8/9/23,02 01 01,Shipping and Handling,96600,,0,197.85,0,0,2,2023
,43616,PROMOTIONAL CONCEPTS,2000026977,8/9/23,03 01 01,Luis Obispo County Sales Tax 7.25%,96600,,0,192.6,0,0,2,2023
,43616,PROMOTIONAL CONCEPTS,2000026978,8/9/23,01 01 01,Corvelli Waist Bag (Fanny Pack),96600,,0,"2,215.00",0,0,2,2023
,43616,PROMOTIONAL CONCEPTS,2000026978,8/9/23,02 01 01,Shipping and Handling,96600,,0,69.75,0,0,2,2023
,43616,PROMOTIONAL CONCEPTS,2000026978,8/9/23,03 01 01,San Luis Obispo County Sales Tax 7.25%,96600,,0,160.59,0,0,2,2023
,43616,PROMOTIONAL CONCEPTS,2000027152,8/31/23,01 01 01,Drawstring Backpack with Zipper,96600,,0,"1,776.00",0,0,2,2023
,43616,PROMOTIONAL CONCEPTS,2000027152,8/31/23,02 01 01,Shipping & Handling,96600,,0,106.45,0,0,2,2023
,43616,PROMOTIONAL CONCEPTS,2000027152,8/31/23,03 01 01,San Luis Obispo County Sales Tax 7.25%,96600,,0,128.76,0,0,2,2023
,43616,PROMOTIONAL CONCEPTS,2000027345,10/3/23,01 01 01,Horse Stress Reliever,96200,,0,566.28,0,0,3,2023
,43616,PROMOTIONAL CONCEPTS,2000027345,10/3/23,01 01 01,Horse Stress Reliever,96200,,0,-566.28,0,0,12,2023
,43616,PROMOTIONAL CONCEPTS,2000027345,10/3/23,02 01 01,Shipping and Handling,96200,,0,32.75,0,0,3,2023
,43616,PROMOTIONAL CONCEPTS,2000027345,10/3/23,02 01 01,Shipping and Handling,96200,,0,-32.75,0,0,12,2023
,43616,PROMOTIONAL CONCEPTS,2000027345,10/3/23,03 01 01,Designer collection woodtone Malibu Susn,96200,,0,"1,839.34",0,0,3,2023
,43616,PROMOTIONAL CONCEPTS,2000027345,10/3/23,03 01 01,Designer collection woodtone Malibu Susn,96200,,0,"-1,839.34",0,0,12,2023
,43616,PROMOTIONAL CONCEPTS,2000027345,10/3/23,04 01 01,Shipping and Handling,96200,,0,180.49,0,0,3,2023
,43616,PROMOTIONAL CONCEPTS,2000027345,10/3/23,04 01 01,Shipping and Handling,96200,,0,-180.49,0,0,12,2023
,43616,PROMOTIONAL CONCEPTS,2000027664,11/14/23,01 01 01,Malibu Sunglasses - swag for homecoming,57800,,"1,839.34",0,0,0,5,2023
,43616,PROMOTIONAL CONCEPTS,2000027664,11/14/23,02 01 01,Shipping/Handling,96200,,0,180.49,0,0,5,2023
,43616,PROMOTIONAL CONCEPTS,2000027664,11/14/23,03 01 01,Horse Stress Reliever,57800,,566.28,0,0,0,5,2023
,43616,PROMOTIONAL CONCEPTS,2000027664,11/14/23,04 01 01,Shipping/Handing,57800,,38.28,0,0,0,5,2023
,43616,PROMOTIONAL CONCEPTS,2000027806,12/15/23,01 01 01,License Plate Frames,96600,,0,"10,290.00",0,0,6,2023
,43616,PROMOTIONAL CONCEPTS,2000027806,12/15/23,02 01 01,Shipping & Handling,96600,,0,314.76,0,0,6,2023
,43616,PROMOTIONAL CONCEPTS,2000027806,12/15/23,03 01 01,SLO County Sales Tax,96600,,0,746.03,0,0,6,2023
,43616,PROMOTIONAL CONCEPTS,2000027811,12/15/23,01 01 01,Water Color Drip Mug,96600,,0,744.48,0,0,6,2023
,43616,PROMOTIONAL CONCEPTS,2000027811,12/15/23,02 01 01,Set up Fee,96600,,0,265.89,0,0,6,2023
,43616,PROMOTIONAL CONCEPTS,2000027811,12/15/23,03 01 01,SLO County Sales Tax,96600,,0,73.25,0,0,6,2023
,43616,PROMOTIONAL CONCEPTS,2000027848,12/19/23,01 01 01,Thermal Water Bottle,57800,,"2,059.20",0,0,0,6,2023
,43616,PROMOTIONAL CONCEPTS,2000027848,12/19/23,02 01 01,Shipping and Handling,57800,,120.85,0,0,0,6,2023
,3648,PROQUEST LLC,2000027522,10/25/23,01 01 01,Digitization services,52500,,"31,814.29",0,0,0,4,2023
,3648,PROQUEST LLC,2000028122,2/9/24,01 01 01,Database Access PQDTBFT  - ProQuest Diss,52500,,"14,537.04",0,0,0,8,2023
,54001,PROTECTIVE WEATHER STRUCT,2000026663,7/7/23,01 01 01,Supply materials to cover rooftop equipm,57800,,"7,033.60",0,0,0,1,2023
,54001,PROTECTIVE WEATHER STRUCT,2000026663,7/7/23,02 01 01,Labor for Installation,96200,,0,"6,500.00",0,0,1,2023
,54001,PROTECTIVE WEATHER STRUCT,2000026919,8/1/23,01 01 01,Provide materials and labor to repair da,96200,,0,"9,310.57",0,0,2,2023
,54001,PROTECTIVE WEATHER STRUCT,2000026919,8/1/23,02 01 01,If door track and hangers need replaceme,96200,,0,"3,397.16",0,0,2,2023
,54001,PROTECTIVE WEATHER STRUCT,2000027492,10/23/23,01 01 01,Option 1 Materials: 24 GA Steel Gutters,57800,,"19,267.05",0,0,0,4,2023
,54001,PROTECTIVE WEATHER STRUCT,2000027492,10/23/23,02 01 01,Equipment,57800,,"1,200.00",0,0,0,4,2023
,54001,PROTECTIVE WEATHER STRUCT,2000027492,10/23/23,03 01 01,Labor at prevailing wage,57800,,"16,500.00",0,0,0,4,2023
,31950,PROTOCALL SERVICES,2000024003,6/15/22,02 01 01,Monthly ProtoCall Services FY 23/24,91800,,0,"21,100.00",0,0,1,2023
,41990,PROWEST CONSTRUCTORS,2000013358,10/9/19,41 01 01,L13 & L4- Internal Fund Change- MJ00,96200,,0,"-35,103.56",0,0,5,2023
,56929,"PSMJ TRAINING, INC.-WTHD",2000027044,8/15/23,01 01 01,Project Management Training -20 people p,96200,,0,"19,900.00",0,0,2,2023
,53942,PTRUTNER FIRE PROTECTION,2000025400,1/20/23,01 01 01,Provide fire hydrant flow testing servic,96200,,0,-400,0,0,11,2023
,53942,PTRUTNER FIRE PROTECTION,2000027685,11/20/23,01 01 01,SP6397 Kennedy Library Renovation - Perf,96200,,0,"3,200.00",0,0,5,2023
,53942,PTRUTNER FIRE PROTECTION,2000028433,3/27/24,01 01 01,MJ0093 John Madden Football Center - Fir,96200,,0,"3,600.00",0,0,9,2023
,53942,PTRUTNER FIRE PROTECTION,2000028433,3/27/24,01 01 01,MJ0093 John Madden Football Center - Fir,96200,,0,600,0,0,12,2023
,6860,"PTV AMERICA, INC.",2000027625,11/8/23,01 01 01,1.00 PTV Academic - 1 Seat Maintenance -,92045,,0,0,0,375,5,2023
,6860,"PTV AMERICA, INC.",2000027625,11/8/23,02 01 01,1.00 PTV Academic - 1 Seat Maintenance -,92045,,0,0,0,375,5,2023
,982,PYRAMED HLTH SYSTEMS,2000020798,9/7/23,04 01 01,Renewal of Annual Software and Web Porta,92045,,0,0,0,"48,859.70",1,2023
,982,PYRAMED HLTH SYSTEMS,2000026889,8/3/23,01 01 01,2 Days of On-Site Training and consultat,96200,,0,"3,000.00",0,0,2,2023
,982,PYRAMED HLTH SYSTEMS,2000026889,8/3/23,02 01 01,Trainer Travel Expenses Airfare Car Rent,96200,,0,"3,000.00",0,0,2,2023
,9169,PYRO SPECTACULARS INC,2000027170,9/5/23,01 01 01,Fireworks for Big Fall Welcome Program A,57800,,"4,000.00",0,0,0,3,2023
,9169,PYRO SPECTACULARS INC,2000027170,9/5/23,02 01 01,50% Deposit,57800,,"4,000.00",0,0,0,3,2023
,9169,PYRO SPECTACULARS INC,2000027300,9/21/23,01 01 01,Production Fee for Fireworks Display Dep,3700,,"6,400.00",0,0,0,3,2023
,9169,PYRO SPECTACULARS INC,2000027300,9/21/23,02 01 01,Final Payment Fireworks Display,3700,,"6,400.00",0,0,0,3,2023
,49196,"QUADIENT LEASING USA, INC",2000019684,1/28/20,05 01 01,AGREEMENT YEAR 5,98500,,0,0,0,"6,177.42",6,2023
,53993,"QUALITY RUBBER SOURCING,",2000027729,12/5/23,01 01 01,CP-TB ABS Misc Run,96200,,0,396.83,0,0,6,2023
,53993,"QUALITY RUBBER SOURCING,",2000027729,12/5/23,02 01 01,Tensile Bar Tool Cleaning Charge 1,96200,,0,193.05,0,0,6,2023
,53993,"QUALITY RUBBER SOURCING,",2000027729,12/5/23,03 01 01,CP-TB Nylon 6/6 Misc Run,96200,,0,396.83,0,0,6,2023
,53993,"QUALITY RUBBER SOURCING,",2000027729,12/5/23,04 01 01,Tensile Bar Tool Cleaning Charge 2,96200,,0,193.05,0,0,6,2023
,53993,"QUALITY RUBBER SOURCING,",2000027729,12/5/23,05 01 01,CP-TB PBT Glass Filled Misc Run,96200,,0,396.83,0,0,6,2023
,53993,"QUALITY RUBBER SOURCING,",2000027729,12/5/23,06 01 01,Tensile Bar Tool Cleaning Charge 3,96200,,0,193.05,0,0,6,2023
,53993,"QUALITY RUBBER SOURCING,",2000027729,12/5/23,07 01 01,Air Charges,96200,,0,750,0,0,6,2023
CAL/LOC,316,QUALITY SUITES,2000026960,8/14/23,01 01 01,Summer Modeling Series pay for instructo,96200,,0,"4,495.84",0,0,2,2023
,34954,"QUALTRICS, LLC",2000026644,6/27/23,01 01 01,Qual29638-0518-JuliaTobaccoControlPolici,25000,,"3,000.00",0,0,0,1,2023
,34954,"QUALTRICS, LLC",2000027375,10/18/23,01 01 01,Qualtrics Unlimited Site License,92000,,0,0,0,"5,215.50",4,2023
,34954,"QUALTRICS, LLC",2000027375,10/18/23,01 01 01,Qualtrics Unlimited Site License,92000,,0,0,0,297,5,2023
,34954,"QUALTRICS, LLC",2000027656,11/14/23,01 01 01,12 Month Research Suite License Unlimite,92000,,0,0,0,"7,717.50",5,2023
,34954,"QUALTRICS, LLC",2000028467,4/4/24,01 01 01,Annual subscription for Qualtrics CoreXM,20900,,0,0,0,"9,450.00",10,2023
,56948,QUANSER CONSULTING INC.,2000027079,8/24/23,01 01 01,QArm USB (P/N:1021),54500,,"107,652.19",0,0,0,2,2023
,56948,QUANSER CONSULTING INC.,2000027079,8/24/23,02 01 01,QUARC Robotics Software License (P/N:976,54500,,"12,000.00",0,0,0,2,2023
,56948,QUANSER CONSULTING INC.,2000027079,8/24/23,03 01 01,Discount,54500,,"-26,876.45",0,0,0,2,2023
,56948,QUANSER CONSULTING INC.,2000027079,8/24/23,04 01 01,Shipping and Insurance,96200,,0,900,0,0,2,2023
,30234,QUBICA AMF WORLDWIDE LLC,2000027772,12/15/23,01 01 01,MJ0086 UU 65 Chumash Renovation Material,57800,,"5,517.98",0,0,0,6,2023
,4164,QUEST DIAGNOSTICS INC,2000024320,8/16/22,02 01 01,Laboratory Services 2023-24,94800,,0,"78,000.00",0,0,7,2023
,40725,QUESTICA SOFTWARE INC,2000026949,8/7/23,01 01 01,Questica Software as a Service Openbook,96200,,0,"63,574.25",0,0,2,2023
OSB,53148,QUINCON INC,2000026571,6/15/23,02 01 01,Change Order #1-Add Shelving per quote d,96200,,0,"4,590.00",0,0,2,2023
OSB,53148,QUINCON INC,2000026571,6/15/23,03 01 01,Change Order #1 Add Drywall patching and,96200,,0,"3,475.00",0,0,2,2023
OSB,53148,QUINCON INC,2000028434,4/5/24,01 01 01,MJ0100 DEEP ENERGY - lighting upgrades i,96200,,0,"27,499.04",0,0,10,2023
,45519,QUINN COMPANY,2000027177,9/11/23,01 01 01,259D3 Compact Track Loader,2000,,"97,919.25",0,0,0,3,2023
,45519,QUINN COMPANY,2000027394,10/11/23,01 01 01,Caterpillar Model 2593 Compact Track Loa,7000,,"97,919.25",0,0,0,4,2023
,45519,QUINN COMPANY,2000027408,10/18/23,01 01 01,Caterpillar Model D4K2 Track Type Tracto,7000,,"120,120.00",0,0,0,4,2023
,45519,QUINN COMPANY,2000027423,10/18/23,01 01 01,Cat Model 914 Wheel Loader 2024,7000,,"203,024.25",0,0,0,4,2023
,45519,QUINN COMPANY,2000027423,10/18/23,02 01 01,Tire Fee,7000,,7,0,0,0,4,2023
